Kecamatan,Kabupaten,Nama objek,Nomor Lokasi Keterdapatan,Komoditi,Kode Unsur,Kelompok Mineral Logam,Lokasi Keterdapatan,Provinsi,Status Penyelidikan Mineral Logam,Bijih Terbukti (Ton),Logam Terbukti (Ton),keterangan,acuan,objectid,longitude,latitude,Jenis Izin,Lokasi Tambang,Luas Wilayah,Tanggal Berakhir SK,Tanggal Berlaku SK,Mine_port(meter),Mine_road(meter),Mine_Smelter(meter),License_Duration_Years,License_Status
Kabaena Tengah,Bombana,Nikel Lengora 1 (Blok A 12),2849000000,Nikel,Ni,Logam Besi dan Paduan Besi,Lengora 1 (Blok A 12),Sulawesi Tenggara,Operasi Produksi,0,0,"Limonit, Saprolit","PT Rohul Energi Indonesia, Laporan RKAB Tahun 2021 (SDC September 2020)",1646,121.967,-5.1453,IUP,"Kec. Kabaena tengah, Kab. Bombana",3450.0,2032-01-30,2019-08-28,10716.711,1720.174,27887.219,12.432876712328767,Active
Kabaena Tengah,Bombana,Nikel Lengora 1 (Blok A 15),2850000000,Nikel,Ni,Logam Besi dan Paduan Besi,Lengora 1 (Blok A 15),Sulawesi Tenggara,Operasi Produksi,0,0,"Limonit, Saprolit","PT Rohul Energi Indonesia, Laporan RKAB Tahun 2021 (SDC September 2020)",1647,121.967,-5.1453,IUP,"Kec. Kabaena tengah, Kab. Bombana",3450.0,2032-01-30,2019-08-28,10716.711,1720.174,27887.219,12.432876712328767,Active
Kabaena Tengah,Bombana,Nikel Lengora 1 (Blok B1),2851000000,Nikel,Ni,Logam Besi dan Paduan Besi,Lengora 1 (Blok B1),Sulawesi Tenggara,Operasi Produksi,0,0,"Limonit, Saprolit","PT Rohul Energi Indonesia, Laporan RKAB Tahun 2021 (SDC September 2020)",1648,121.967,-5.1453,IUP,"Kec. Kabaena tengah, Kab. Bombana",3450.0,2032-01-30,2019-08-28,10716.711,1720.174,27887.219,12.432876712328767,Active
Molawe,Konawe Utara,Nikel Waturambaha,2168000000,Nikel,Ni,Logam Besi dan Paduan Besi,Waturambaha,Sulawesi Tenggara,Operasi Produksi,50601750,6198714375,Blok 1-7,"PT Roshini Indonesia, Laporan RKAB Tahun 2018",1518,122.35,-3.387,IUP,"Kec. Lasolo, Konawe Utara",109.0,2029-07-17,2019-07-18,67287.641,2711.409,38413.773,10.005479452054795,Active
Palangga,Konawe Selatan,Nikel Ululakara,1416000000,Nikel,Ni,Logam Besi dan Paduan Besi,Ululakara,Sulawesi Tenggara,Operasi Produksi,0,0,"Kadar Ni 1%, dan 1,5% s.d. 1,7%","PT Sambas Minerals Mining, Laporan RKAB Tahun 2019 (Tabulasi Dinas ESDM Provinsi)",1425,122.338,-4.399,IUP,"Desa Watudempa, Kec. Palngga Selatan, Kab. Konawe Selatan",1008.0,2030-02-15,2020-02-15,14210.354,468.021,6601.051,10.008219178082191,Active
Palangga Selatan,Konawe Selatan,Nikel Parasi,2563000000,Nikel,Ni,Logam Besi dan Paduan Besi,Parasi,Sulawesi Tenggara,Operasi Produksi,220900000,262871,"Blok A, B dan C dengan kadar Ni 1,32% - 1,7%","PT Sentratama Karya Cemerlang (SK Bupati Konawe Selatan Nomor 540/1172 Tahun 2014), Laporan RKAB Tahun 2021",1585,122.404,-4.371,IUP,"Desa Wawowonua dan sekitarnya, Kec. Palangga Selatan, Kab. Konawe Selatan",1226.0,2028-07-28,2018-07-28,10233.69,271.343,10742.617,10.008219178082191,Active
Palangga,Konawe Selatan,Nikel Kiaea,2815000000,Nikel,Ni,Logam Besi dan Paduan Besi,Kiaea,Sulawesi Tenggara,Operasi Produksi,10000000,12600,"Blok A, B dan C dengan kadar Ni 1,32% s.d. 1,7%","PT Sentratama Karya Cemerlang, Laporan RKAB Tahun 2019 (Tabulasi Dinas ESDM Provinsi)",1633,122.404,-4.3708,IUP,"Desa Wawowonua dan sekitarnya, Kec. Palangga Selatan, Kab. Konawe Selatan",1226.0,2028-07-28,2018-07-28,10251.824,291.679,10761.905,10.008219178082191,Active
Molawe,Konawe Utara,Nikel Blok Helipad Waturambaha (B30),2169000000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok Helipad Waturambaha (B30),Sulawesi Tenggara,Operasi Produksi,0,0,"Kadar Ni 1,53%, 1,7%, 1,75% dan 1,71%","PT Sinar Jaya Sultra Utama, Laporan RKAB Tahun 2020",1519,122.3366,-3.3682,IUP,Kec. Lasolo,301.0,2032-03-30,2012-03-30,64857.378,186.123,36061.47,20.013698630136986,Active
Molawe,Konawe Utara,Nikel Blok A Waturambaha,2170000000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok A Waturambaha,Sulawesi Tenggara,Operasi Produksi,0,0,Data SDC digabungkan di Blok Helipad Waturambaha,"PT Sinar Jaya Sultra Utama, Laporan RKAB Tahun 2020",1520,122.337,-3.3723,IUP,Kec. Lasolo,301.0,2032-03-30,2012-03-30,65303.778,616.925,36514.434,20.013698630136986,Active
Molawe,Konawe Utara,Nikel Blok B Waturambaha,2171000000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok B Waturambaha,Sulawesi Tenggara,Operasi Produksi,0,0,Data SDC digabungkan di Blok Helipad Waturambaha,"PT Sinar Jaya Sultra Utama, Laporan RKAB Tahun 2020",1521,122.3371,-3.3752,IUP,Kec. Lasolo,301.0,2032-03-30,2012-03-30,65613.658,922.246,36830.776,20.013698630136986,Active
Molawe,Konawe Utara,Nikel Blok C Waturambaha,2172000000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok C Waturambaha,Sulawesi Tenggara,Operasi Produksi,0,0,Data SDC digabungkan di Blok Helipad Waturambaha,"PT Sinar Jaya Sultra Utama, Laporan RKAB Tahun 2020",1522,122.3297,-3.372,IUP,Kec. Lasolo,301.0,2032-03-30,2012-03-30,65038.588,640.342,36326.503,20.013698630136986,Active
Molawe,Konawe Utara,Nikel Blok D Waturambaha,2173000000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok D Waturambaha,Sulawesi Tenggara,Operasi Produksi,0,0,Data SDC digabungkan di Blok Helipad Waturambaha,"PT Sinar Jaya Sultra Utama, Laporan RKAB Tahun 2020",1523,122.3301,-3.3754,IUP,Kec. Lasolo,301.0,2032-03-30,2012-03-30,65411.856,1003.527,36704.316,20.013698630136986,Active
Molawe,Konawe Utara,Nikel Blok E Waturambaha,2174000000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok E Waturambaha,Sulawesi Tenggara,Operasi Produksi,0,0,Data SDC digabungkan di Blok Helipad Waturambaha,"PT Sinar Jaya Sultra Utama, Laporan RKAB Tahun 2020",1524,122.3375,-3.3796,IUP,Kec. Lasolo,301.0,2032-03-30,2012-03-30,66092.037,1404.605,37316.379,20.013698630136986,Active
Molawe,Konawe Utara,Nikel Blok F Waturambaha,2175000000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok F Waturambaha,Sulawesi Tenggara,Operasi Produksi,0,0,Data SDC digabungkan di Blok Helipad Waturambaha,"PT Sinar Jaya Sultra Utama, Laporan RKAB Tahun 2020",1525,122.3378,-3.3821,IUP,Kec. Lasolo,301.0,2032-03-30,2012-03-30,66366.252,1681.892,37593.93,20.013698630136986,Active
Molawe,Konawe Utara,Nikel Blok G Waturambaha,2176000000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok G Waturambaha,Sulawesi Tenggara,Operasi Produksi,0,0,Data SDC digabungkan di Blok Helipad Waturambaha,"PT Sinar Jaya Sultra Utama, Laporan RKAB Tahun 2020",1526,122.3379,-3.3845,IUP,Kec. Lasolo,301.0,2032-03-30,2012-03-30,66623.491,1944.377,37856.257,20.013698630136986,Active
Molawe,Konawe Utara,Nikel Blok H Waturambaha,2177000000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok H Waturambaha,Sulawesi Tenggara,Operasi Produksi,0,0,Data SDC digabungkan di Blok Helipad Waturambaha,"PT Sinar Jaya Sultra Utama, Laporan RKAB Tahun 2020",1527,122.3378,-3.3867,IUP,Kec. Lasolo,301.0,2032-03-30,2012-03-30,66853.215,2182.311,38092.58,20.013698630136986,Active
Pondidaha,Konawe,Nikel Amonggedo,1940000000,Nikel,Ni,Logam Besi dan Paduan Besi,Amonggedo,Sulawesi Tenggara,Operasi Produksi,74131240,77837802,"Data Blok Amogedo dan Blok Ponodaha disatukan, CoG Ni >1,4% Fe <18%","PT ST. Nickel Resources, Laporan RKAB Tahun 2020",1472,122.268,-3.919,IUP,"Kec. Besulutu, Amongggedo",1818.0,2029-10-27,2014-07-16,35013.716,759.447,16844.427,15.293150684931506,Active
Pondidaha,Konawe,Nikel Ponidaha,1941000000,Nikel,Ni,Logam Besi dan Paduan Besi,Ponidaha,Sulawesi Tenggara,Operasi Produksi,78834860,82776603,"Data Blok Amogedo dan Blok Ponodaha disatukan, CoG Ni >1,4% Fe <18%","PT ST. Nickel Resources, Laporan RKAB Tahun 2020",1473,122.272,-3.916,IUP,"Kec. Besulutu, Amongggedo",1818.0,2029-10-27,2014-07-16,34633.048,1229.589,16371.623,15.293150684931506,Active
Langgikima,Konawe Utara,Nikel Lamonae 5,1412000000,Nikel,Ni,Logam Besi dan Paduan Besi,Lamonae 5,Sulawesi Tenggara,Operasi Produksi,75810000,8968323,-,"PT Stargate Pasific Resources, 2015",1422,122.27,-3.341,IUP,Langgikima,1213.2,2029-12-21,2017-08-03,60121.423,188.032,32299.823,12.391780821917807,Active
Langgikima,Konawe Utara,Nikel Blok Lameluru-Molore-Tobimeta,2556000000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok Lameluru-Molore-Tobimeta,Sulawesi Tenggara,Operasi Produksi,0,2943516,"3 blok, kadar Ni 1,52% s.d. 1,71%","PT Stargate Pasific Resources, Laporan RKAB Tahun 2022",1578,122.2706,-3.3404,IUP,"Kec. Langgikima, Konawe Utara",461.1,2031-02-01,2011-02-01,60069.383,231.42,32233.407,20.013698630136986,Active
Molawe,Konawe Utara,Nikel Boedingin,2178000000,Nikel,Ni,Logam Besi dan Paduan Besi,Boedingin,Sulawesi Tenggara,Operasi Produksi,0,0,-,"PT Sujud Bumi Berkah, Laporan Studi Kelauakan Tahun 2011",1528,122.338,-3.407,IUP,Kec. Lasolo,168.0,2031-02-16,2012-02-16,67919.116,4897.18,40300.261,19.013698630136986,Active
Routa,Konawe,Nikel Prospek Bravo Romeo 1,2843000000,Nikel,Ni,Logam Besi dan Paduan Besi,Prospek Bravo Romeo 1,Sulawesi Tenggara,Operasi Produksi,0,0,"Limonit, Saprolit kadar rendah-tinggi","PT Sulawesi Cahaya Mineral, Laporan RKAB Tahun 2022",1640,121.806,-2.9849,IUP,Kecamatan Routa,21100.0,2037-09-14,2019-11-18,44433.313,7877.574,35144.725,17.835616438356166,Active
Routa,Konawe,Nikel Prospek Bravo Romeo 2 dan 3,2844000000,Nikel,Ni,Logam Besi dan Paduan Besi,Prospek Bravo Romeo 2 dan 3,Sulawesi Tenggara,Operasi Produksi,0,0,"Limonit, Saprolit kadar rendah-tinggi","PT Sulawesi Cahaya Mineral, Laporan RKAB Tahun 2022",1641,121.806,-2.9849,IUP,Kecamatan Routa,21100.0,2037-09-14,2019-11-18,44433.313,7877.574,35144.725,17.835616438356166,Active
Routa,Konawe,Nikel Prospek Delta Sierra,2845000000,Nikel,Ni,Logam Besi dan Paduan Besi,Prospek Delta Sierra,Sulawesi Tenggara,Operasi Produksi,0,0,"Limonit, Saprolit kadar rendah-tinggi","PT Sulawesi Cahaya Mineral, Laporan RKAB Tahun 2022",1642,121.806,-2.9849,IUP,Kecamatan Routa,21100.0,2037-09-14,2019-11-18,44433.313,7877.574,35144.725,17.835616438356166,Active
Pondidaha,Konawe,Nikel Blok SK 1 Pondidaha,2530000000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok SK 1 Pondidaha,Sulawesi Tenggara,Operasi Produksi,10399500,127393875,"Kadar Ni 1,5% s.d. 1,8%","PT Sulemandara Konawe, Laporan RKAB Tahun 2019 (Tabulasi Dinas ESDM Provinsi)",1552,122.27,-3.91,IUP,"Desa Pondidaha, Kec. Pondidaha",100.0,2028-03-25,2008-05-25,34974.765,1085.238,16551.877,19.846575342465755,Active
Molawe,Konawe Utara,Nikel Tapunggaya 3,2794000000,Nikel,Ni,Logam Besi dan Paduan Besi,Tapunggaya 3,Sulawesi Tenggara,Operasi Produksi,31666410,31033081800,"Blok I dan Blok II, kadar Ni 1,4% s.d. 2%","PT Sumber Bumi Putra, Laporan RKAB Tahun 2020",1612,122.1775,-3.5238,IUP,Sulawesi Tenggara,218.21,2032-03-10,2024-11-19,66628.291,475.064,49838.453,7.30958904109589,Active
Kabaena Selatan,Bombana,Nikel Batuawu,2568000000,Nikel,Ni,Logam Besi dan Paduan Besi,Batuawu,Sulawesi Tenggara,Operasi Produksi,21153870,236923344,"Kadar Ni 1,4% dan 1,6%","PT Tambang Bumi Sulawesi, Laporan RKAB Tahun 2020",1590,121.8783,-5.3521,IUP,"Kecamatan Kabaena Selatan, Kabupaten Bombana",1533.0,2032-12-29,2022-12-12,13579.458,1418.696,52084.537,10.054794520547945,Active
Batuputih dan Tolala,Kolaka Utara,Nikel Mosiku,2793000000,Nikel,Ni,Logam Besi dan Paduan Besi,Mosiku,Sulawesi Tenggara,Operasi Produksi,27635630,35636302940,"Blok Anoa, Tapir, Makaka dan Komodo, kadar Ni 1,64% s.d. 1,87%","PT Tambang Mineral Maju, Laporan RKAB Tahun 2020",1611,121.0603,-2.8405,IUP,"Desa Latou, Musiku dan Lelewaw",738.0,2026-08-11,2011-08-16,10659.573,4.529,46284.5,14.997260273972604,Active
Kabaena Selatan,Bombana,Nikel Pongkalaero 1,2804000000,Nikel,Ni,Logam Besi dan Paduan Besi,Pongkalaero 1,Sulawesi Tenggara,Operasi Produksi,5900000,77308,"Blok 2, Blok 3 dan Blok 5 (limonit dan saprolit","PT Tekonindo, Laporan RKAB Tahun 2020 (Tabulasi Ditjen Minerba)",1622,121.9091,-5.3739,IUP,"Kec Kabaena Barat, Kab Bombana",531.3,1930-04-22,2019-07-31,16784.116,2068.697,53778.172,-89.33424657534246,Expired
Kabaena Barat,Bombana,Nikel Rahampuu,2180000000,Nikel,Ni,Logam Besi dan Paduan Besi,Rahampuu,Sulawesi Tenggara,Operasi Produksi,10662000,13619487,"Kadar Ni 1,66% - 1,82%","PT Timah Investasi Mineral, Laporan RKAB Tahun 2022",1530,121.8258,-5.2584,IUP,"Kec. Kabaena, Kab. Bombana",300.0,2029-03-31,2019-04-01,3466.742,91.15,44098.609,10.005479452054795,Active
Langgikima,Konawe Utara,Nikel Lamonae 4,2558000000,Nikel,Ni,Logam Besi dan Paduan Besi,Lamonae 4,Sulawesi Tenggara,Operasi Produksi,0,0,"Blok I, Blok II dan Blok IV, kadar Ni 1,45% s.d. 1,8%","PT Tiran Indonesia, Laporan RKAB Tahun 2022",1580,122.2874,-3.2131,IUP,"Kec. Langgikima, Konawe Utara",1411.35,2033-07-30,2013-07-30,46857.317,1706.739,18252.616,20.013698630136986,Active
Kabaena Timur,Bombana,Nikel Lengora,2522000000,Nikel,Ni,Logam Besi dan Paduan Besi,Lengora,Sulawesi Tenggara,Eksplorasi,0,0,"OB (Ni 0,92%), Limonit (NI 1,4%), Saprolit (1,69%)","PT Tonia Mitra Sejahtera, Laporan RKAB Tahun 2020",1544,122.042,-5.206,IUP,"Kecamatan Kabaena Timur dan Kabaena Tengah, Kabupaten Bombana, Provinsi Sulawesi Tenggara",5891.0,2033-08-03,2023-08-03,,,,10.008219178082191,Active
Kabaena Barat,Bombana,Nikel Baliara,1422000000,Nikel,Ni,Logam Besi dan Paduan Besi,Baliara,Sulawesi Tenggara,Operasi Produksi,35000000,45325,"Kadar Ni 0,9% s.d. 1,8%","PT Trias Jaya Agung, Laporan RKAB Tahun 2020",1431,121.839,-5.246,IUP,"Desa Rahampuu, Kelurahan Teomokole, Kecamatan Kabaena",512.0,2030-12-07,2020-12-08,5233.338,986.698,42258.658,10.002739726027396,Active
Molawe,Konawe Utara,Nikel Morombo,2147000000,Nikel,Ni,Logam Besi dan Paduan Besi,Morombo,Sulawesi Tenggara,Operasi Produksi,17100000,204687,"Blok B, kadar Ni 1,72% dan 1,71%","PT Tristaco Mineral Makmur, Laporan RKAB Tahun 2020",1496,122.274,-3.37,IUP,Kec. Lasolo,138.9,2032-08-29,2012-08-29,63353.639,44.575,35508.529,20.013698630136986,Active
Pomalaa,Kolaka,Nikel Pomalaa HPAL,305000000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok 1 Pomalaa HPAL,Sulawesi Tenggara,Eksplorasi,0,0,Limonit-Saprolit (wmt),"PT Vale, Laporan RKAB Tahun 2020 (Tabulasi Ditjen Minerba)",1317,121.668,-4.227,IUPK,"Blok Pomala, Kab. Kolaka dan Kab. Kolaka Timur",20286.0,2035-12-28,2024-05-03,,,,11.66027397260274,Active
Baula,Kolaka,Nikel Blok 2 Pomalaa HPAL,2137000000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok 2 Pomalaa HPAL,Sulawesi Tenggara,Eksplorasi,0,0,-,"PT Vale, Revisi Laporan Studi Kelayakan HPAL Pomalaa",1486,121.703,-4.196,IUPK,"Blok Pomala, Kab. Kolaka dan Kab. Kolaka Timur",20286.0,2035-12-28,2024-05-03,,,,11.66027397260274,Active
Pomalaa,Kolaka,Nikel Blok 3 Pomalaa HPAL,2138000000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok 3 Pomalaa HPAL,Sulawesi Tenggara,Eksplorasi,0,0,Limonit dan Saprolit (wmt),"PT Vale, Revisi Laporan Studi Kelayakan HPAL Pomalaa",1487,121.719,-4.239,IUPK,"Blok Pomala, Kab. Kolaka dan Kab. Kolaka Timur",20286.0,2035-12-28,2024-05-03,,,,11.66027397260274,Active
Pomalaa,Kolaka,Nikel Blok 4 Pomalaa HPAL,2139000000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok 4 Pomalaa HPAL,Sulawesi Tenggara,Eksplorasi,0,0,Limonit dan Saprolit (wmt),"PT Vale, Revisi Laporan Studi Kelayakan HPAL Pomalaa",1488,121.685,-4.271,IUPK,"Blok Pomala, Kab. Kolaka dan Kab. Kolaka Timur",20286.0,2035-12-28,2024-05-03,,,,11.66027397260274,Active
Pomalaa,Kolaka,Nikel Blok 5 Pomalaa HPAL,2140000000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok 5 Pomalaa HPAL,Sulawesi Tenggara,Eksplorasi,0,0,Limonit dan Saprolit (wmt),"PT Vale, Revisi Laporan Studi Kelayakan HPAL Pomalaa",1489,121.651,-4.215,IUPK,"Blok Pomala, Kab. Kolaka dan Kab. Kolaka Timur",20286.0,2035-12-28,2024-05-03,,,,11.66027397260274,Active
Wolo,Kolaka,Nikel Blok Tanjung Baja,2564000000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok Tanjung Baja,Sulawesi Tenggara,Operasi Produksi,20166090,254092734,"Kadar Ni 1,5% - 2,3%","PT Waja Inti Lestari, Laporan RKAB Tahun 2020",1586,121.281,-3.862,IUP,"Wolo, Kolaka",210.3,2030-07-26,2020-07-27,36998.334,1163.375,2109.182,10.002739726027396,Active
Lasolo Kepulauan,Konawe Utara,Nikel Blok WSM 1-7,2946000000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok WSM 1-7,Sulawesi Tenggara,Operasi Produksi,0,0,-,"PT Wanggudu Sumber Mineral, Laporan RKAB Tahun 2022",1666,122.353,-3.414,IUP,Lasolo,203.0,2032-03-30,2017-11-06,66562.36,3593.313,41397.682,14.405479452054795,Active
Laeya,Konawe Selatan,Nikel Torobulu,310000000,Nikel,Ni,Logam Besi dan Paduan Besi,Torobulu,Sulawesi Tenggara,Operasi Produksi,301905920,3523148846,"Blok A, Blok B, Blok C","PT Wijaya Inti Nusantara, Laporan RKAB Tahun 2020",1321,122.459,-4.424,IUP,"Desa Torobulu, Kec. Laeya, Konawe Selatan",1931.0,2029-11-28,2019-11-29,2538.236,674.854,11893.455,10.005479452054795,Active
Obi,Halmahera Selatan,Nikel Baru,306000000,Nikel,Ni,Logam Besi dan Paduan Besi,Baru,Maluku Utara,Explorasi Rinci,0,0,"HFL, Limonit, dan Saprolit","PT Jikodolong Megah Pertiwi, Persetujuan dan Evaluasi Laporan RKAB Tahun 2021",1318,127.527,-1.431,IUP,"Desa Baru Kec. Obi, Kab. Halmahera Selatan",1884.84,2029-04-06,2019-01-14,17467.497,1002.208,10790.88,10.232876712328768,Active
Obi selatan ,Halmahera Selatan,Nikel Malamala Selatan,353000000,Nikel,Ni,Logam Besi dan Paduan Besi,Malamala Selatan,Maluku Utara,Operasi Produksi,200000000,194390,Iron Cap-Limonit-Saprolit,"PT Rimba Kurnia Alam, Laporan RKAB Tahun 2021 (SDC Tahun 2021)",1345,127.601,-1.659,IUP,"Pulau Malamala, Desa Kawasi, Kec. Obi, Kab. Halmahera Selatan",1800.0,2030-01-28,2017-05-29,25221.569,2630.5,23838.423,12.676712328767124,Active
Obi,Halmahera Selatan,Nikel Kawasi,355000000,Nikel,Ni,Logam Besi dan Paduan Besi,Kawasi,Maluku Utara,Operasi Produksi,125000000,110670,"Iron Cap-Limonit-Saprolit, Low Grade High Ferro Ore, Medium Grade Ore","PT Wanatiara Persada, Laporan RKAB Tahun 2022",1346,127.412,-1.586,IUP,Desa Kawasi Kecamatan Obi Kabupaten Halmahera Selatan,1725.54,2031-04-29,2017-06-02,4020.767,728.525,5502.494,13.915068493150685,Active
Obi,Halmahera Selatan,Nikel Baru 1,1434000000,Nikel,Ni,Logam Besi dan Paduan Besi,Baru 1,Maluku Utara,Operasi Produksi,39170000,4426814,"Laterit A, Laterit B, dan Laterit C","PT Obi Putra Mandiri (23 Tahun 2011), Laporan RKAB Tahun 2021",1443,127.499,-1.486,IUP,"Desa Baru Dusun Tabuji-Jikodolong DSK, Kec. Obi, Kab. Halmahera Selatan",4058.0,2031-02-10,2011-02-25,13060.682,701.059,7792.103,19.972602739726028,Active
Obi,Halmahera Selatan,Nikel Laiwui,1435000000,Nikel,Ni,Logam Besi dan Paduan Besi,Laiwui,Maluku Utara,Operasi Produksi,0,0,"OB, limonit dan saprolit","PT Obi Anugerah Mineral, Persetujuan dan Evaluasi Laporan RKAB Tahun 2021",1444,127.616,-1.39,IUP,Desa Baru (Loji) Kec. Obi Kab. Halmahera Selatan,1775.4,2029-04-05,2019-01-14,7000.922,3459.257,21634.222,10.23013698630137,Active
Obi,Halmahera Selatan,Nikel Kawasi 1,1949000000,Nikel,Ni,Logam Besi dan Paduan Besi,Kawasi 1,Maluku Utara,Operasi Produksi,241000000,238140,"OB, limonit dan saprolit, kadar Ni 0,9% s.d. 1,77%","PT Trimegah Bangun Persada, Laporan RKAB Tahun 2022",1481,128.16,0.542,IUP,"Desa Kawasi, Kec. Obi, Kab. Halmahera Selatan",4247.0,2030-02-08,2010-02-08,33430.916,2126.76,19801.427,20.013698630136986,Active
Obi,Halmahera Selatan,Nikel Loji,2185000000,Nikel,Ni,Logam Besi dan Paduan Besi,Loji,Maluku Utara,Operasi Produksi,49000000,54887,"Laterit (COG 1,2% Ni), kadar 0,14% Co","PT Gane Permai Sentosa, laporan RKAB Tahun 2020",1535,127.4415,-1.5774,IUP,Desa Kawasi Kec. Obi Kab. Halmahera Selatan,1276.99,2029-04-05,2020-09-14,5332.907,621.258,4806.907,8.561643835616438,Active
Obi,Halmahera Selatan,Nikel Baru 2,2186000000,Nikel,Ni,Logam Besi dan Paduan Besi,Baru 2,Maluku Utara,Operasi Produksi,80701500,988593375,"Laterit (COG 1,2% Ni), kadar 0, 14% Co","PT Halim Pratama, Laporan RKAB Tahun 2020 (Tabulasi DInas ESDM Provinsi)",1536,127.5406,-1.4716,IUP,"Desa Jikodolong, Kec. Obi, Halmahera Selatan",1317.0,2036-06-15,2016-06-15,17841.13,3337.786,11918.403,20.013698630136986,Active
Obi,Halmahera Selatan,Nikel Baru 3,2187000000,Nikel,Ni,Logam Besi dan Paduan Besi,Baru 3,Maluku Utara,Operasi Produksi,128000000,161280,"Blok A (kadar Ni 1,55%), Blok B (kadar Ni 1,65%) dan Blok C (kadar Ni 1,75%)","PT Intim Mining Sentosa, Laporan RKAB Tahun 2020 (Tabulasi DInas ESDM Provinsi)",1537,127.5586,-1.4411,IUP,Desa Baru Kecamatan Obi Kabupaten Halmahera Selatan,1935.0,2033-03-06,2013-03-06,15483.989,2466.995,13989.25,20.013698630136986,Active
Obi Selatan,Halmahera Selatan,Nikel Fluk,2193000000,Nikel,Ni,Logam Besi dan Paduan Besi,Fluk,Maluku Utara,Operasi Produksi,0,0,-,"PT Gane Tambang Sentosa, Laporan Akhir Eksplorasi Tahun 2017",1543,127.742,-1.621,IUP,Kecamatan Obi Selatan,2314.0,2040-12-04,2020-12-04,32368.129,2055.225,36576.143,20.013698630136986,Active
Obi,Halmahera Selatan,Nikela Malamala Utara,2840000000,Nikel,Ni,Logam Besi dan Paduan Besi,Malamala Utara,Maluku Utara,Operasi Produksi,88000000,78400,"Ironcap, limonit, saprolit A dan saprolit B, kadar Ni 1%-1,9%","PT Rimba Kurnia Alam, Laporan RKAB Tahun 2021 (SDC Tahun 2021)",1637,127.389,-1.5083,IUP,"Pulau Malamala, Desa Kawasi, Kec. Obi, Kab. Halmahera Selatan",1800.0,2030-01-28,2017-05-29,4944.751,120.486,4430.823,12.676712328767124,Active
Weda Tengah,Halmahera Tengah,Nikel Sake Barat,348000000,Nikel,Ni,Logam Besi dan Paduan Besi,Sake Barat,Maluku Utara,Operasi Produksi,19950000,242991,-,"PT Weda Bay Nikel, Laporan RKAB Tahun 2022",1341,127.962,0.493,IUP,"Halmahera Tengah, Halmahera timur",45065.0,2048-02-27,2019-12-30,20790.004,1212.12,3923.922,28.18082191780822,Active
Weda Tengah,Halmahera Tengah,Nikel Blok Sagantel dan Sakaulen,1203000000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok Sagantel dan Sakaulen,Maluku Utara,Operasi Produksi,122036650,1601174813,"Kadar Ni 0,6%-2,6%","PT Tekindo Energi, Persetujuan dan Evaluasi Laporan RKAB Tahun 2021",1379,127.955,0.584,IUP,Desa Lelilef Kec Weda Kab Halmahera Tengah,1000.0,2029-12-21,2012-05-30,29803.66,2510.49,12505.542,17.572602739726026,Active
Weda Utara,Halmahera Tengah,Nikel Messa,1204000000,Nikel,Ni,Logam Besi dan Paduan Besi,Messa,Maluku Utara,Operasi Produksi,10420000,1170687,Limonit-Saprolit,"PT Bakti Pertiwi Nusantara, Laportan RKAB Tahun 2022",1380,128.16,0.542,IUP,Desa Fritu Kec Weda Utara Kab Halmahera Tengah,1232.0,2038-05-10,2012-05-28,33430.916,1913.011,19801.427,25.96712328767123,Active
Weda Utara,Halmahera Tengah,Nikel Fritu 1,1429000000,Nikel,Ni,Logam Besi dan Paduan Besi,Fritu 1,Maluku Utara,Operasi Produksi,45323000,53956602,Limonit-Saprolit,"PT Harum Sukses Mining (SK Bupati Halmahera Tengah No.540/KEP/328/2009, Tahun 2009), Laporan RKAB Tahun 2021",1438,128.16,0.542,IUP,Desa Fritu Kec Weda Utara Kab Halmahera Tengah,511.0,,2012-05-28,33430.916,2126.76,19801.427,,Expired
Weda Utara,Halmahera Tengah,Nikel Waleh,1430000000,Nikel,Ni,Logam Besi dan Paduan Besi,Waleh,Maluku Utara,Explorasi,0,0,-,"PT Putra Prima Sejahtera, 2013",1439,128.079,0.564,IUP,"Desa Sagea, Kec Weda Utara, Kab. Halmahera Tengah",1100.0,2034-01-27,,34727.231,9118.077,13430.37,,Active
